Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,SAMPLE_NAME,MSKC_00533,MSKC_00534,MSKC_00535,MSKC_00536,MSKC_00537,MSKC_00538,MSKC_00539,MSKC_00540,MSKC_00541,MSKC_00542,MSKC_00543,MSKC_00544,MSKC_00545,MSKC_00546,MSKC_00547
1063,"phenylacetylglycine",Peptide,"Acetylated Peptides",33945,LC/MS Neg,100001275,2375,192.0666,500-98-1,68144,61452,C05598,HMDB00821,1.4272,1.3011,1.5196,1.2855,1.2373,0.979,1.011,0.9967,1.2358,0.9945,1,0.8846,0.7345,0.941,0.7699
132,"phenylalanine",Amino Acid,"Phenylalanine Metabolism",64,LC/MS Pos Early,460,2878,166.0863,63-91-2,6140,5910,C00079,HMDB00159,0.971,0.9914,1.0442,1.0102,1,1.1118,1.2042,1.2637,1.3317,1.2202,0.9831,0.9769,0.8151,0.9566,0.7513
846,"phenylalanylalanine",Peptide,"Dipeptide",41374,LC/MS Pos Early,100003589,2909,237.1234,3918-87-4,5488196,4589716,,,0.3838,0.3755,0.4167,0.6835,0.7851,1.1532,0.7795,1,1.2593,0.7766,1.2149,1.6198,1.7104,2.2665,1.1331
851,"phenylalanylglycine",Peptide,"Dipeptide",41370,LC/MS Pos Early,100003588,2898,223.1077,721-90-4,98207,88678,,HMDB28995,0.4808,0.4955,0.5293,0.6548,0.6866,1.0153,0.8161,1,1.1783,0.81,1.4894,1.8118,1.5535,2.211,1.4281
143,"phenyllactate (PLA)",Amino Acid,"Phenylalanine Metabolism",22130,LC/MS Polar,100000774,908,165.0557,828-01-3,3848,3715,C05607,HMDB00779,1.3296,1.2809,1.1084,1.3484,1.6075,0.511,0.6053,0.618,0.511,0.511,0.8384,1,0.511,0.511,0.8581
1332,"phosphate",Energy,"Oxidative Phosphorylation",42109,LC/MS Pos Early,461,576,98.9842,7664-38-2,1061,1032,C00009,HMDB01429,0.9623,0.7973,0.7486,0.8125,0.7796,1.3843,1.8555,1.7488,1.7447,1.7234,1.1213,1.2708,0.9346,1,0.9748
1110,"phosphoenolpyruvate (PEP)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",597,LC/MS Neg,463,587.3,166.9751,10526-80-4,1005,980,C00074,HMDB00263,1.2195,1.1022,1.11,1.0644,1.0652,0.7218,0.3504,0.9089,0.6575,0.5302,1.0702,1,0.7165,1.0785,0.9742
2007,"phosphoethanolamine",Lipid,"Phospholipid Metabolism",1600,LC/MS Neg,1026,638,140.0118,1071-23-4,1015,990,C00346,HMDB00224,0.6663,0.6663,0.6663,0.6663,0.6663,0.7397,0.6663,0.7312,0.9507,0.7068,1.4509,1.232,1.4554,1.6635,1.0493
4008,"phosphopantetheine",Cofactors and Vitamins,"Pantothenate and CoA Metabolism",15504,LC/MS Neg,100000328,1597,357.0891,NA,987,103123,C01134,HMDB01416,0.6384,0.7457,0.9918,0.8239,0.8175,1.2102,1.3375,1.2302,1.4217,1.2703,1.1718,1,0.9274,1.3029,0.8331
2729,"phytosphingosine",Lipid,"Sphingolipid Synthesis",1510,LC/MS Pos Late,469,1367,318.3003,554-62-1,122121,21238683,C12144,HMDB04610,0.7401,0.7474,0.8362,1.0425,1.0248,0.9237,0.9731,1.0725,0.981,1,1.1977,1.1086,1.0889,1.2853,0.9874
123,"pipecolate",Amino Acid,"Lysine Metabolism",1444,LC/MS Pos Early,1025,2200,130.0863,4043-87-2,849,826,C00408,HMDB00070,0.5601,0.5676,0.5589,0.5795,0.5608,0.8918,1.0339,1,1.1228,0.9956,2.7974,2.9572,1.6631,3.174,2.7187
456,"pro-hydroxy-pro",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",35127,LC/MS Pos Early,100001167,2128,229.1183,18684-24-7,11673055,9847785,,HMDB06695,0.7772,0.8374,0.9767,0.921,0.9133,0.8328,0.9885,1,1.0316,1.0497,1.6949,1.8779,1.3368,1.5688,1.2627
438,"proline",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",1898,LC/MS Pos Early,480,1603,116.0706,147-85-3,145742,128566,C00148,HMDB00162,0.8099,0.9538,1.0498,1.058,0.8486,1.1394,1,1.0334,1.4278,1.2585,0.9451,0.9544,0.7879,1.1676,0.878
871,"prolylglycine",Peptide,"Dipeptide",40703,LC/MS Pos Early,100003674,2136,173.0921,2578-57-6,6426709,4932143,,HMDB11178,0.722,0.7717,0.8001,0.8406,0.6909,1,1.1691,1.2574,1.1936,1.247,1.126,1.1784,0.9079,1.2095,0.8702
1618,"propionylcarnitine (C3)",Lipid,"Fatty Acid Metabolism (also BCAA Metabolism)",32452,LC/MS Pos Early,100001162,2590,218.1387,17298-37-2,107738,96904,C03017,HMDB00824,1.6516,1.5747,1.6441,1.5938,1.5958,0.6418,0.6881,0.7365,0.6983,0.7094,1.0152,1.1162,0.8384,1,0.8809
3899,"pseudouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Neg,821,1100,243.0623,1445-07-4,15047,21403010,C02067,HMDB00767,0.8602,0.9451,1.1112,0.956,0.8682,0.9789,0.9874,1.0632,1.1822,1,1.2255,1.162,1.102,1.2585,0.9546
4061,"pterin",Cofactors and Vitamins,"Pterin Metabolism",43023,LC/MS Neg,100004216,1370,162.0421,22363-60-4,73000,65806,C00715,HMDB00802,0.937,1.1717,1.3682,1.3379,0.7154,0.713,0.713,0.713,0.8998,1.2262,1.1324,0.9762,0.7346,2.1178,1
477,"putrescine",Amino Acid,"Polyamine Metabolism",1408,LC/MS Pos Early,49,3027,89.1073,110-60-1,1045,13837702,C00134,HMDB01414,0.9601,1.03,0.9669,1,1.0519,2.3275,2.1601,2.3088,2.9507,2.2157,0.5258,0.5775,0.612,0.5515,0.3702
4117,"pyridoxal",Cofactors and Vitamins,"Vitamin B6 Metabolism",1651,LC/MS Pos Early,491,2343,168.0655,65-22-5,1050,1021,C00250,HMDB01545,1.0123,0.8727,0.9803,1,1.0412,0.6771,0.7764,0.7592,0.8208,0.7134,1.4714,1.5054,1.1317,1.2091,1.1665
4116,"pyridoxal phosphate",Cofactors and Vitamins,"Vitamin B6 Metabolism",5331,LC/MS Neg,492,943,246.0173,41468-25-1,1051,1022,C00018,HMDB01491,0.7842,0.8495,0.841,0.8229,1,0.9378,1.141,0.9035,1.0621,0.9028,1.3984,1.2502,1.1337,1.4479,1.179
4114,"pyridoxamine",Cofactors and Vitamins,"Vitamin B6 Metabolism",2150,LC/MS Pos Early,568,2975,169.0972,58052-48-5,1052,1023,C00534,HMDB01431,1.178,0.8607,0.9848,1,1.1055,0.5828,0.6848,0.6274,0.7225,0.6338,1.4373,1.4851,1.1431,1.3792,1.2573
4115,"pyridoxamine phosphate",Cofactors and Vitamins,"Vitamin B6 Metabolism",3138,LC/MS Pos Early,493,1932,249.0635,529-96-4,1053,1024,C00647,HMDB01555,1,0.9469,0.8057,1.0519,1.0139,0.5666,0.7497,0.7104,0.8848,0.7582,1.4473,1.1787,1.0134,1.3833,1.0185
4118,"pyridoxate",Cofactors and Vitamins,"Vitamin B6 Metabolism",31555,LC/MS Polar,100001121,846,182.0459,82-82-6,6723,6467,C00847,HMDB00017,0.9895,1.0182,1.2217,0.988,1.0371,0.6096,0.7043,0.7813,0.9256,0.6477,1.3912,1.2864,1.0383,1.2437,1
4112,"pyridoxine (Vitamin B6)",Cofactors and Vitamins,"Vitamin B6 Metabolism",608,LC/MS Pos Early,936,2442,170.0812,58-56-0,1054,1025,C00314,HMDB02075,0.9554,0.9559,1.0491,1,1.0255,0.9704,1.0232,0.9539,1.1193,0.9424,1.2053,1.2232,0.9792,1.148,0.98
52,"pyroglutamine*",Amino Acid,"Glutamate Metabolism",46225,LC/MS Pos Early,100001540,1900,129.0659,2353-44-8,134508,118562,,,0.9939,0.9905,1,1.0232,1.0306,0.8052,0.8648,0.9228,0.9782,0.8571,1.5836,1.6456,1.2748,1.535,1.3601
1111,"pyruvate",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",22250,LC/MS Polar,823,2650,175.0248,127-17-3,1060,96901,C00022,HMDB00243,0.8068,0.8322,0.7648,0.931,1.0327,1,1.2987,1.3601,1.1819,1.2185,0.9936,1.1307,0.8069,1.1001,0.8693
3972,"quinolinate",Cofactors and Vitamins,"Nicotinate and Nicotinamide Metabolism",1899,LC/MS Polar,182,3000,166.0146,89-00-9,1066,1037,C03722,HMDB00232,0.8343,1,1.1211,0.9314,1.2485,0.5431,0.8934,0.5431,0.7828,0.5431,1.4897,1.5539,0.8469,1.5711,1.1009
4096,"retinol (Vitamin A)",Cofactors and Vitamins,"Vitamin A Metabolism",1806,LC/MS Pos Late,498,1636,269.2264,68-26-8,445354,393012,C00473,HMDB00305,0.6073,0.6334,0.7146,0.7021,0.6662,1.0088,1.0022,0.9736,1,0.8988,1.4064,1.2012,1.1498,1.2698,1.0528
1134,"ribitol",Carbohydrate,"Pentose Metabolism",15772,LC/MS Polar,100000406,1789.6,151.0612,488-81-3,6912,10254628,C00474,HMDB00508,2.1796,1.7413,2.0567,2.1732,2.1932,0.9838,1,1.0111,1.1681,0.9403,0.9631,0.8511,0.7555,0.8559,0.7148
1135,"ribonate",Carbohydrate,"Pentose Metabolism",27731,LC/MS Polar,100001007,2425,165.0405,03-Aug-5336,5460677,4574162,C01685,HMDB00867,1.4095,1.3546,1.251,1.1673,1.5645,0.8459,0.9065,0.8589,0.8154,0.7874,1.1394,1.1157,0.845,0.9938,1
1133,"ribose",Carbohydrate,"Pentose Metabolism",1471,LC/MS Polar,914,1508.2,195.051,50-69-1,5779,4470639,C00121,HMDB00283,1.4845,1.1069,1.9758,1.1039,1.1704,0.4694,0.4867,0.5487,0.3609,0.3285,0.8961,1.4017,1.1061,0.6734,0.3285
1127,"ribose 1-phosphate",Carbohydrate,"Pentose Phosphate Pathway",1763,LC/MS Polar,219,4025,229.0119,50-99-7;58459-37-3,439236,388373,C00620,HMDB01489,1.1913,0.8078,1.212,0.9394,0.9282,1.1768,0.654,0.968,0.9361,0.6413,1.5655,1.6696,1.4681,1.8577,1
1159,"ribulonate/xylulonate/lyxonate*",Carbohydrate,"Pentose Metabolism",61858,LC/MS Polar,100019968,2350,165.0405,,,,,,1.5374,1.564,1.4642,1.5233,1.4793,0.6032,0.7488,0.8232,0.8017,0.6813,1.0428,1.1239,0.8822,1,0.9635
1136,"ribulose/xylulose",Carbohydrate,"Pentose Metabolism",54671,LC/MS Polar,100006122,1400,195.051,,151261;5289590,,,,1.1762,0.9313,1.072,0.7835,0.8616,0.9598,0.7514,1.4488,0.5046,0.5046,1.506,1.8929,1.4243,0.7314,1.0402
522,"S-(1,2-dicarboxyethyl)glutathione",Amino Acid,"Glutathione Metabolism",63009,LC/MS Neg,100020967,543,422.0875,1115-52-2,9802383,7978145,,,0.9684,1.0393,0.9514,0.8856,0.9065,1.1115,1.2607,1.1521,1.3207,1.3915,1,1.011,0.8213,0.9443,0.8091
60,"S-1-pyrroline-5-carboxylate",Amino Acid,"Glutamate Metabolism",42370,LC/MS Pos Early,35,1528,114.055,2906-39-0,1196,10140206,C04322,HMDB01301,0.8548,1.0712,0.8244,1.2374,1.4229,0.8914,1,1.3315,0.9674,0.7819,1.406,1.533,1.1857,0.9804,0.9855
394,"S-adenosylhomocysteine (SAH)",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42382,LC/MS Neg,197,1832.4,383.1143,979-92-0,439155,16788012,C00021,HMDB00939,0.7703,0.7606,0.7855,0.8514,0.801,1.2299,1.4063,1.2049,1.5668,1.6268,1.1547,0.9715,0.9816,1.369,1
393,"S-adenosylmethionine (SAM)",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",15915,LC/MS Pos Early,1263,3002,399.1445,24346-00-7;86867-01-8;86867-0108,34756,,C00019,HMDB01185,0.8924,0.8675,0.913,0.96,0.9423,1.0007,1,0.9979,1.1905,1.0639,1.0261,1.0938,1.0415,1.0567,0.8211
5341,"S-carboxymethyl-L-cysteine",Xenobiotics,"Drug - Other",47897,LC/MS Pos Early,100002324,1490,180.0325,638-23-3,1080,1050,C03727,HMDB29415,0.5782,0.6652,0.9557,0.8426,0.8916,1.1503,1,1.0416,1.2641,1.1886,1.2341,1.2413,0.8964,1.2503,0.8513
510,"S-lactoylglutathione",Amino Acid,"Glutathione Metabolism",15731,LC/MS Pos Early,1343,2124,380.1122,54398-03-7,440018,1053,C03451,HMDB01066,0.7593,0.7259,1.0138,1.1428,1,0.1621,0.0366,0.0914,0.1172,0.0406,1.5962,1.6996,1.7794,1.785,1.016
405,"S-methylcysteine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Pos Early,100002749,1955,119.0161,1187-84-4,24417,22826,,HMDB02108,0.852,1.0225,1.2043,1,0.8451,1.2324,1.1298,1.3435,1.4668,1.2846,0.6503,0.6403,0.6779,0.9111,0.5722
406,"S-methylcysteine sulfoxide",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",43378,LC/MS Pos Early,100002927,900,152.0376,6853-87-8,82142,74136,,HMDB29432,0.8918,0.9305,1,1.1296,1.0707,1.606,1.8685,1.9263,1.7047,1.6083,0.7094,0.8873,0.7328,0.9589,0.8811
509,"S-methylglutathione",Amino Acid,"Glutathione Metabolism",33944,LC/MS Pos Early,100001259,2200,322.1067,2922-56-7,3605667,2841309,C11347,,0.9663,0.8752,0.8824,0.8938,1,1.3729,1.5025,1.5002,1.907,1.5257,1.2996,1.0008,0.891,0.9424,0.8091
386,"S-methylmethionine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",38127,LC/MS Pos Early,100002183,2555,164.074,07-Dec-3493,458,8351775,C05319,HMDB38670,1.0838,0.6184,0.7219,0.721,0.8916,0.9469,1.3967,1.1634,1,0.982,1.2402,0.7715,1.4683,1.6446,1.1263
521,"S-nitrosoglutathione (GSNO)",Amino Acid,"Glutathione Metabolism",47127,LC/MS Pos Early,100004662,2460,337.0813,57564-91-7,3514,3394,,HMDB04645,1,0.8057,1.1462,0.9383,0.5471,1.2596,1.0411,1.2291,1.9872,1.3491,0.9248,0.9873,1.0788,0.996,0.9805
114,"saccharopine",Amino Acid,"Lysine Metabolism",1495,LC/MS Pos Early,392,2530,277.1394,997-68-2,160556,141086,C00449,HMDB00279,0.0591,0.0933,0.0734,0.1171,0.1216,0.7803,1,1.0403,1.0699,0.8418,2.4163,2.3032,1.2677,2.4078,2.051
4,"sarcosine",Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280,90.055,107-97-1,1088,1057,C00213,HMDB00271,1.0851,1.2976,1.7643,0.9956,1.4875,0.5653,0.902,0.5653,0.5653,0.5653,0.8504,1.0044,0.691,1.0337,0.8514
1129,"sedoheptulose-7-phosphate",Carbohydrate,"Pentose Phosphate Pathway",35649,LC/MS Neg,100001628,599.6,289.033,2646-35-7,616,596,C05382,HMDB01068,1.5827,1.4604,1.6706,1.4136,1.3494,1,0.618,1.0373,1.0042,0.6291,0.7249,0.7844,0.6135,0.6252,0.5315
9,"serine",Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,LC/MS Pos Early,503,1239,106.0499,56-45-1,5951,5736,C00065,HMDB00187,0.9358,0.9137,1.0047,1.003,0.9223,1.4868,1.5454,1.635,1.6833,1.5306,0.9336,1,0.7831,0.9271,0.7385
265,"serotonin",Amino Acid,"Tryptophan Metabolism",2342,LC/MS Pos Early,504,2550,177.1022,153-98-0,5202,5013,C00780,HMDB00259,0.2834,0.2834,0.3492,0.434,0.4757,0.9514,0.8732,0.9663,1.247,1.0337,1.6116,1.5638,1.236,1.666,1.3114
484,"spermidine",Amino Acid,"Polyamine Metabolism",485,LC/MS Pos Early,50,3355,146.1652,124-20-9,1102,1071,C00315,HMDB01257,0.83,0.7655,0.9816,1.0096,1.019,2.3499,1.8097,2.0682,3.3231,2.2361,0.6303,0.6664,1,0.579,0.4494
491,"spermine",Amino Acid,"Polyamine Metabolism",603,LC/MS Pos Early,507,3350,203.223,71-44-3,1103,1072,C00750,HMDB01256,0.7655,0.7259,1,0.9813,1.0136,2.3741,1.6207,1.9768,3.5771,2.3474,0.9458,0.9888,1.5828,0.8623,0.7123
2728,"sphingadienine",Lipid,"Sphingolipid Synthesis",57426,LC/MS Pos Late,100015643,1350,298.2741,25696-03-1,6449795,4952479,,,0.7908,0.9079,0.9656,1.3234,0.9793,1,0.5957,0.8812,1.0994,0.6504,1.4343,1.4059,1.2887,1.9256,1.1558
2726,"sphinganine",Lipid,"Sphingolipid Synthesis",17769,LC/MS Pos Late,313,1413,302.3054,3102-56-5,3126,3014,C00836,HMDB00269,1.1041,0.9513,0.9113,0.926,0.8942,1,1.0883,1.1942,1.1694,1.13,1.0595,0.9619,0.778,1.0298,0.8381
2830,"sphingomyelin (d17:1/14:0, d16:1/15:0)*",Lipid,"Sphingomyelins",62152,LC/MS Pos Late,100020276,1950,661.5279,,,,,,0.748,0.656,0.6521,0.5818,0.6989,1.1268,1.1768,1.0413,0.9067,0.7289,1.4593,1.3374,1.1141,1.2403,1
2833,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",Lipid,"Sphingomyelins",52433,LC/MS Pos Late,100006314,2082,689.5592,121999-58-4,,28532779,,,0.9158,0.9487,0.9776,0.9405,0.9786,1.0126,0.9109,0.8688,1,1.0042,1.4771,1.4387,1.096,1.4667,1.3101
2834,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",Lipid,"Sphingomyelins",57483,LC/MS Pos Late,100015793,1837,687.5435,,,,,,0.7357,0.6258,1.0123,0.6258,0.6258,0.8069,0.9808,1.2363,0.6516,0.7537,1.5416,1.223,1.2105,1,1.044
2819,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",Lipid,"Dihydrosphingomyelins",57473,LC/MS Pos Late,100009027,2362,733.6218,,,24846878,,HMDB12087,0.386,0.4456,0.4178,0.3234,0.2781,1.0254,1,0.8906,1.0243,0.9492,1.3361,1.2183,1.3364,1.2756,1.0896
2820,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,"Dihydrosphingomyelins",57476,LC/MS Pos Late,100015786,2600,761.6531,,,,,,0.4507,0.6787,0.5963,0.3178,0.2934,1.0594,1,0.8669,1.1168,0.946,1.4923,1.3621,1.518,1.8149,1.1012
2831,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,"Sphingomyelins",42463,LC/MS Pos Late,100004328,1998,675.5435,,11433862,9608732,,HMDB12097,0.9682,1.0453,1.0129,0.9168,0.9805,1,0.9983,0.8797,0.9516,0.8699,1.2836,1.4058,1.1323,1.184,1.1407
2836,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,"Sphingomyelins",52615,LC/MS Pos Late,100008920,2312,717.5905,121999-64-2,,,,,0.9518,1.0145,0.9919,0.9778,0.8887,0.9612,1,0.9265,1.1418,0.9576,1.5731,1.3493,1.4732,1.6215,1.2243
2837,"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,"Sphingomyelins",37529,LC/MS Pos Late,100002106,2167,729.5905,108392-10-5,6443882,4947837,,HMDB12101,1,1.0088,1.3822,0.957,0.7965,1.1957,1.1177,1.0979,1.164,1.1005,0.8903,0.8285,0.685,0.7564,0.627
2838,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,"Sphingomyelins",57475,LC/MS Pos Late,100015787,2330,745.6218,,,,,,0.463,0.4611,0.5492,0.4611,0.4611,0.882,1,0.729,1.0622,0.7132,1.6516,1.5669,1.5409,1.5566,1.271
2839,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Lipid,"Sphingomyelins",48490,LC/MS Pos Late,100006290,2685,759.6375,,,23113477,,HMDB12102,0.9072,1,1.0717,0.886,0.7787,0.9268,0.8977,0.8176,1.0293,0.9481,1.5199,1.3931,1.432,1.4055,1.1963
2840,"sphingomyelin (d18:1/20:1, d18:2/20:0)*",Lipid,"Sphingomyelins",48491,LC/MS Pos Late,100006292,2383,757.6218,222403-67-0,,,,,0.9385,0.7734,0.99,0.6219,0.2538,1.0162,0.2538,0.2538,0.2538,0.4447,1.0494,1.4341,1.2437,1.4645,1.01
2842,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Lipid,"Sphingomyelins",52495,LC/MS Pos Late,100009025,2793,773.6531,,,,,,0.967,0.913,1.0608,0.9058,0.795,1,0.9983,0.8895,1.0307,0.9584,1.6854,1.5272,1.5177,1.3699,1.4242
2844,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Lipid,"Sphingomyelins",48493,LC/MS Pos Late,100006295,2666,785.6531,,,29368329,,HMDB12104,0.9566,0.9744,1.0158,0.9117,0.8345,1,0.9787,0.9296,1.043,0.9691,1.5076,1.5248,1.5691,1.4304,1.2605
2845,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",Lipid,"Sphingomyelins",57477,LC/MS Pos Late,100006296,2209,783.6375,,,,,,0.781,0.5393,0.7478,0.4805,0.6135,1.0469,0.9843,1.006,0.9709,1,1.4037,1.8313,1.776,1.9837,1.5994
2847,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,"Sphingomyelins",47153,LC/MS Pos Late,100005986,3033,813.6844,94359-13-4,,24846874,,HMDB12107,1.026,1,1.0055,0.8477,0.9798,0.5632,0.638,0.5636,0.6019,0.5142,1.8093,1.6269,1.2957,1.3033,1.4623
2849,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",Lipid,"Sphingomyelins",57478,LC/MS Pos Late,100015792,3500,829.7157,,,24846885,,,1.1195,1.2105,1.2107,1.0292,0.8803,0.8559,0.9408,0.8898,1.0698,1,1.0637,0.9788,0.909,1.0523,0.9418
2832,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",Lipid,"Sphingomyelins",47154,LC/MS Pos Late,100005985,1860,673.5279,,,,,,0.8007,0.9543,1.012,0.808,0.9053,1.1682,1.1603,0.9355,0.6951,0.9088,1.1264,1.0834,1.0816,1,1.0485
2835,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Lipid,"Sphingomyelins",42459,LC/MS Pos Late,100004329,2002,701.5592,,,,,,0.7972,0.8768,0.842,0.7778,0.8213,1.03,1.0113,0.8803,1.0328,0.9135,1.1131,1.1963,1.0276,1.0728,1
2846,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",Lipid,"Sphingomyelins",52435,LC/MS Pos Late,100008956,2845,799.6687,,,,,,0.9057,0.9104,1.0423,0.8419,0.8002,0.9575,0.9864,0.9713,1.1577,1,2.3221,2.1849,1.9193,1.8015,1.9817
2828,"sphingomyelin (d18:2/23:1)*",Lipid,"Sphingomyelins",57482,LC/MS Pos Late,100015791,2315,797.6531,,,,,,0.7148,0.5809,0.715,0.6839,0.458,0.9746,1,0.593,1.1038,1.2705,2.3553,1.8425,2.0396,1.9932,1.902
2848,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,"Sphingomyelins",52437,LC/MS Pos Late,100008957,2635,811.6687,,,,,,0.6979,0.7432,0.7628,0.7145,0.6967,0.9798,1.0739,0.9093,1.0341,1,1.8196,2.0028,1.9905,1.6003,1.7087
2829,"sphingomyelin (d18:2/24:2)*",Lipid,"Sphingomyelins",57479,LC/MS Pos Late,100015789,2215,809.6531,,,,,,0.4786,0.39,0.4235,0.3544,0.351,1.1732,1,0.738,0.7946,1.1,1.4411,1.5299,1.3333,1.0718,1.5112
2877,"sphingosine",Lipid,"Sphingosines",17747,LC/MS Pos Late,297,1393,300.2897,123-78-4,5353955,4510275,C00319,HMDB00252,0.8864,0.864,0.9633,1.0694,1.0286,0.8319,0.8201,0.8854,1,0.8012,1.2921,1.201,1.0941,1.3393,1.0749
4637,"stachydrine",Xenobiotics,"Food Component/Plant",34384,LC/MS Pos Early,100001296,1440,144.1019,4136-37-2,115244,103115,C10172,HMDB04827,0.9169,0.9349,0.979,1.007,0.9502,0.918,1.0291,1.1324,1.1376,1.0301,1.0521,1.077,0.765,1,0.8539
1368,"stearate (18:0)",Lipid,"Long Chain Saturated Fatty Acid",1358,LC/MS Neg,439,5872,283.2643,57-11-4,5281,5091,C01530,HMDB00827,2.0478,0.9302,0.6788,0.7358,1.1863,0.8892,0.9268,1.2531,1,1.0012,1.0412,1.5646,0.5552,0.7933,1.1856
1936,"stearoyl ethanolamide",Lipid,"Endocannabinoid",38625,LC/MS Pos Late,100002254,1787,328.321,111-57-9,27902,25958,,HMDB13078,1.1119,0.9548,1.2805,1,1.0325,0.9374,0.9243,0.9895,1.0182,0.9079,1.0003,1.017,0.746,1.008,0.9223
2823,"stearoyl sphingomyelin (d18:1/18:0)",Lipid,"Sphingomyelins",19503,LC/MS Pos Late,1538,2400,731.6061,85187-10-6;85187-10-6,6453725,4956085,C00550,HMDB01348,1.0552,1.1252,1.2032,1.0805,0.9716,1.0934,0.9651,1.0236,1.1562,1,0.8978,0.8727,0.8741,0.9923,0.7915
2666,"stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*",Lipid,"Diacylglycerol",57450,LC/MS Pos Late,100010949,3404,662.5718,,,,,,1.3911,0.7445,0.626,0.7337,0.8627,0.626,1,0.626,0.8155,0.8422,2.5239,1.515,2.0533,1.9858,1.8694
2667,"stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*",Lipid,"Diacylglycerol",57449,LC/MS Pos Late,100010950,3522,662.5718,,,,,,1.0778,0.8692,0.8,0.862,0.7608,1.1131,0.8829,0.9887,1,0.8675,1.5371,1.5871,1.3085,1.5592,1.3864
2672,"stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*",Lipid,"Diacylglycerol",57387,LC/MS Pos Late,100015616,3156,686.5718,,,,,,1.0295,0.7999,0.692,0.8929,0.692,0.9705,0.9256,0.692,0.692,0.692,1.1897,0.692,1.186,1.0569,1.4137
2673,"stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*",Lipid,"Diacylglycerol",57368,LC/MS Pos Late,100015617,3256,686.5718,,,,,,1.5859,1.0862,1.3052,1.0686,1.0411,0.5909,0.5888,0.5705,0.8153,0.4425,1,1.0129,0.6782,1.0011,0.9427
2650,"stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*",Lipid,"Diacylglycerol",54947,LC/MS Pos Late,100010921,3762,638.5718,,,,,,0.7748,0.1804,0.1804,0.5629,0.1804,1.325,0.1804,0.1804,0.7664,0.1804,1.8725,0.1804,1.7645,1,1.9028
1674,"stearoylcarnitine (C18)",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",34409,LC/MS Pos Late,100001391,1485,428.3734,18822-91-8,6426855,21233653,,HMDB00848,0.9938,1,1.07,0.9191,1.0451,1.1099,1.5697,1.2788,1.1995,1.236,0.8378,0.9345,0.8091,0.8074,0.7514
1314,"succinate",Energy,"TCA Cycle",1437,LC/MS Polar,252,3149,117.0193,110-15-6,1110,1078,C00042,HMDB00254,1,0.911,1.0371,1.104,1.0642,0.8997,0.9275,0.7421,0.8877,0.9536,1.0569,1.0338,0.8602,1.5526,1.0967
1312,"succinyl CoA",Energy,"TCA Cycle",36857,LC/MS Neg,511,1450,432.5584,108347-97-3,439161,1079,C00091,HMDB01022,1.501,1.5717,1.4957,1.2954,1.7766,0.803,0.7008,0.8812,0.9739,0.5889,0.5889,1.1668,0.9088,1.0261,0.9577
